timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve
05 06 2025 06:30,1109.79,9.51,1308.53
05 06 2025 06:40,812.47,8.69,870.26
05 06 2025 06:50,135.77,6.01,129.49
05 06 2025 07:00,-5.0,3.8,2.41
05 06 2025 07:20,62.46,3.24,0.06
05 06 2025 07:30,-5.0,4.92,33.34
05 06 2025 07:40,874.09,9.0,1024.07
05 06 2025 07:50,1766.44,10.54,2031.66
05 06 2025 08:00,-5.0,5.84,107.86
05 06 2025 08:10,110.53,11.15,2557.73
05 06 2025 08:20,2573.22,12.18,3450.0
05 06 2025 08:30,218.53,6.85,269.4
05 06 2025 09:00,846.76,9.11,1077.32
05 06 2025 09:20,663.83,8.53,801.78
05 06 2025 09:30,254.66,17.27,3450.0
05 06 2025 09:40,-5.0,3.87,3.1
05 06 2025 10:00,164.26,4.91,32.79
05 06 2025 10:10,21.68,5.08,42.83
05 06 2025 10:20,339.93,7.28,370.57
05 06 2025 10:30,-5.0,3.38,0.26
05 06 2025 10:40,28.9,5.92,117.49
05 06 2025 10:50,2842.26,13.09,3450.0
05 06 2025 11:00,627.93,8.31,707.84
05 06 2025 11:10,-5.0,1.15,0.0
05 06 2025 11:20,56.82,5.43,68.21
05 06 2025 11:30,3134.01,12.39,3450.0
05 06 2025 11:40,379.76,7.82,531.01
05 06 2025 11:50,22.61,2.82,0.0
05 06 2025 12:00,3020.72,11.66,3076.85
05 06 2025 12:10,-5.0,2.17,0.0
05 06 2025 12:20,256.65,6.23,160.09
05 06 2025 12:30,1358.51,9.99,1614.62
05 06 2025 12:40,742.9,8.93,987.5
05 06 2025 12:50,-5.0,3.66,1.34
05 06 2025 13:00,1501.96,10.37,1894.66
05 06 2025 13:10,977.35,9.68,1409.46
05 06 2025 13:20,466.69,7.95,574.74
05 06 2025 13:40,2741.21,13.0,3450.0
05 06 2025 13:50,-5.0,1.37,0.0
05 06 2025 14:00,507.66,7.97,580.61
05 06 2025 14:10,1294.65,9.86,1526.55
05 06 2025 14:20,14.45,3.82,2.61
05 06 2025 14:30,-5.0,3.23,0.05
05 06 2025 14:40,468.05,7.9,557.64
05 06 2025 14:50,164.54,3.72,1.76
05 06 2025 15:00,1864.87,10.59,2070.96
05 06 2025 15:20,83.35,3.42,0.34
05 06 2025 15:30,2581.41,11.71,3127.32
05 06 2025 15:40,-2.7,3.43,0.39
05 06 2025 15:50,49.54,4.94,34.68
05 06 2025 16:00,3087.03,13.91,3450.0
05 06 2025 16:10,1517.53,9.95,1586.79
05 06 2025 16:30,1370.24,9.85,1523.16
05 06 2025 16:40,124.67,4.59,19.11
05 06 2025 16:50,84.29,8.56,812.12
05 06 2025 17:00,17.02,6.14,146.3
05 06 2025 17:10,760.3,8.88,962.17
05 06 2025 17:20,134.33,6.05,134.08
05 06 2025 17:30,479.13,7.95,574.98
05 06 2025 17:40,3040.48,13.04,3450.0
05 06 2025 17:50,24.04,3.86,2.97
05 06 2025 18:00,3258.84,17.72,3450.0
05 06 2025 18:10,2434.47,11.58,2992.96
05 06 2025 18:30,-5.0,3.89,3.28
05 06 2025 18:40,618.09,8.55,807.06
05 06 2025 19:00,-5.0,3.2,0.04
05 06 2025 19:10,2718.63,24.4,3450.0
05 06 2025 19:20,80.17,5.36,62.32
05 06 2025 19:40,-1.11,4.73,24.47
05 06 2025 20:00,145.86,6.51,203.78
05 06 2025 20:10,1017.8,9.34,1207.86
05 06 2025 20:20,858.14,8.85,947.39
05 06 2025 20:30,51.18,1.78,0.0
05 06 2025 20:40,947.21,9.14,1097.19
05 06 2025 21:00,171.25,6.1,141.42
05 06 2025 21:10,2906.7,11.86,3295.04
05 06 2025 21:30,179.82,6.26,164.15
05 06 2025 21:40,-5.0,2.6,0.0
05 06 2025 21:50,20.06,6.01,128.57
05 06 2025 22:00,120.72,5.92,118.18
05 06 2025 22:10,1915.74,10.62,2092.23
05 06 2025 22:20,196.24,6.44,192.52
05 06 2025 22:30,269.86,10.89,2326.03
05 06 2025 22:40,-5.0,4.68,22.28
05 06 2025 22:50,167.98,2.77,0.0
05 06 2025 23:10,95.84,8.18,656.46
05 06 2025 23:20,234.97,6.69,238.43
05 06 2025 23:30,19.4,5.36,62.46
05 06 2025 23:40,-5.0,3.71,1.7
06 06 2025 00:00,20.27,4.97,36.39
06 06 2025 00:10,3377.22,13.06,3450.0
06 06 2025 00:20,2826.5,13.97,3450.0
06 06 2025 00:30,801.12,8.74,896.2
06 06 2025 00:40,-5.0,3.22,0.05
06 06 2025 00:50,81.05,5.93,119.35
06 06 2025 01:10,59.48,6.01,128.65
06 06 2025 01:20,690.34,12.05,3450.0
06 06 2025 01:30,1575.96,10.74,2190.79
06 06 2025 01:40,330.71,7.17,344.26
06 06 2025 01:50,1147.38,9.41,1248.92
06 06 2025 02:10,57.59,2.86,0.0
06 06 2025 02:20,97.04,1.83,0.0
06 06 2025 02:30,117.59,6.52,206.21
06 06 2025 02:40,-5.0,3.81,2.55
06 06 2025 02:50,2838.19,13.21,3450.0
06 06 2025 03:00,96.63,5.07,41.78
06 06 2025 03:10,-5.0,2.09,0.0
06 06 2025 03:30,1603.52,10.14,1721.01
06 06 2025 03:40,61.59,4.65,21.3
06 06 2025 03:50,15.86,4.55,17.75
06 06 2025 04:00,-2.01,5.09,43.15
06 06 2025 04:10,-5.0,3.17,0.02
06 06 2025 04:20,-5.0,4.93,33.93
06 06 2025 04:40,1478.44,10.48,1982.79
06 06 2025 04:50,502.77,7.51,435.54
06 06 2025 05:00,67.52,2.11,0.0
06 06 2025 05:10,439.95,8.01,595.88
06 06 2025 05:20,71.27,1.03,0.0
06 06 2025 05:30,500.87,7.62,467.31
06 06 2025 05:40,271.79,6.81,261.56
06 06 2025 05:50,8.39,1.9,0.0
06 06 2025 06:00,669.31,8.45,766.24
06 06 2025 06:10,271.48,7.26,365.67
06 06 2025 06:20,-5.0,4.34,11.42
06 06 2025 06:30,1186.43,9.89,1550.8
06 06 2025 06:40,3066.81,12.96,3450.0
06 06 2025 06:50,38.6,6.74,246.93
06 06 2025 07:00,20.03,4.13,6.79
06 06 2025 07:10,823.2,8.4,745.74
06 06 2025 07:30,1016.97,8.96,999.94
06 06 2025 07:40,73.64,5.38,63.98
06 06 2025 07:50,57.78,5.83,106.8
06 06 2025 08:00,3343.54,11.88,3317.25
06 06 2025 08:10,1983.11,10.88,2312.67
06 06 2025 08:20,485.08,7.81,528.03
06 06 2025 08:40,197.41,6.37,180.34
06 06 2025 08:50,700.92,8.45,764.94
06 06 2025 09:00,181.2,5.21,51.37
06 06 2025 09:10,2883.3,12.25,3450.0
06 06 2025 09:20,203.97,6.31,171.03
06 06 2025 09:40,68.77,5.84,108.53
06 06 2025 09:50,1861.8,10.38,1899.2
06 06 2025 10:00,9.66,4.33,11.03
06 06 2025 10:10,42.99,5.15,46.91
06 06 2025 10:20,1.93,2.41,0.0
06 06 2025 10:30,38.43,5.26,54.43
06 06 2025 10:40,39.57,4.04,5.39
06 06 2025 10:50,1.49,2.58,0.0
06 06 2025 11:10,-5.0,4.17,7.6
06 06 2025 11:20,13.23,4.61,19.87
06 06 2025 11:40,48.6,3.07,0.0
06 06 2025 11:50,17.32,1.11,0.0
06 06 2025 12:00,136.89,5.51,74.59
06 06 2025 12:10,3374.62,14.25,3450.0
06 06 2025 12:20,-5.0,5.18,48.84
06 06 2025 12:30,491.3,7.95,574.42
06 06 2025 12:40,-0.46,1.54,0.0
06 06 2025 12:50,-5.0,1.8,0.0
06 06 2025 13:00,84.87,5.2,50.13
06 06 2025 13:10,1880.24,10.64,2108.25
06 06 2025 13:20,26.41,5.12,45.15
06 06 2025 13:40,44.87,5.66,89.45
06 06 2025 13:50,2985.86,15.64,3450.0
06 06 2025 14:10,257.92,6.78,254.68
06 06 2025 14:20,3273.09,14.04,3450.0
06 06 2025 14:30,131.97,6.33,175.03
06 06 2025 14:40,3086.45,12.76,3450.0
06 06 2025 15:20,20.5,6.18,152.15
06 06 2025 15:30,21.48,3.97,4.35
06 06 2025 15:50,105.3,7.87,547.91
06 06 2025 16:00,3302.08,13.61,3450.0
06 06 2025 16:10,1036.3,9.49,1295.03
06 06 2025 16:30,371.51,7.7,489.78
06 06 2025 16:40,146.71,5.7,93.03
06 06 2025 16:50,-5.0,3.87,3.08
06 06 2025 17:00,3223.05,13.57,3450.0
06 06 2025 17:10,2780.91,12.86,3450.0
06 06 2025 17:30,588.61,8.16,651.12
06 06 2025 17:40,434.13,7.61,465.13
06 06 2025 17:50,322.86,7.03,310.9
06 06 2025 18:00,3106.41,15.75,3450.0
06 06 2025 18:10,1832.69,10.28,1822.21
06 06 2025 18:40,2483.79,11.24,2651.43
06 06 2025 18:50,3015.88,15.75,3450.0
06 06 2025 19:00,32.16,1.7,0.0
06 06 2025 19:10,2973.06,13.78,3450.0
06 06 2025 19:30,3275.08,12.05,3450.0
06 06 2025 19:40,30.97,5.18,49.16
06 06 2025 19:50,-5.0,2.39,0.0
06 06 2025 20:00,3248.36,14.28,3450.0
06 06 2025 20:30,242.48,6.72,244.16
06 06 2025 20:40,0.09,3.42,0.36
06 06 2025 20:50,-5.0,3.47,0.48
06 06 2025 21:00,115.81,5.85,109.9
06 06 2025 21:10,2948.84,12.78,3450.0
06 06 2025 21:20,100.29,1.48,0.0
06 06 2025 21:30,3021.55,14.17,3450.0
06 06 2025 21:40,-5.0,4.96,35.65
06 06 2025 21:50,815.77,8.79,918.31
06 06 2025 22:00,68.72,6.37,181.1
06 06 2025 22:20,204.2,6.96,293.4
06 06 2025 22:30,642.11,8.28,696.03
06 06 2025 22:40,2363.35,11.41,2818.11
06 06 2025 22:50,256.78,6.8,259.55
06 06 2025 23:00,84.0,5.78,102.1
06 06 2025 23:10,3081.9,12.33,3450.0
06 06 2025 23:20,3497.3,14.87,3450.0
06 06 2025 23:30,1313.61,9.8,1486.91
06 06 2025 23:40,1659.27,10.59,2067.54
06 06 2025 23:50,13.89,6.61,222.21
07 06 2025 00:00,62.95,2.5,0.0
07 06 2025 00:10,-5.0,1.41,0.0
07 06 2025 00:20,2084.37,11.46,2861.06
07 06 2025 00:30,29.33,3.5,0.6
07 06 2025 00:50,818.13,8.96,999.76
07 06 2025 01:00,80.47,0.89,0.0
07 06 2025 01:20,-4.4,2.55,0.0
07 06 2025 01:30,223.98,6.45,194.87
07 06 2025 01:40,2731.53,12.16,3450.0
07 06 2025 01:50,376.34,7.67,481.01
07 06 2025 02:00,2778.17,12.76,3450.0
07 06 2025 02:10,306.25,8.95,995.89
07 06 2025 02:30,15.81,0.37,0.0
07 06 2025 02:40,1562.73,10.05,1661.75
07 06 2025 02:50,-5.0,2.16,0.0
07 06 2025 03:00,3490.04,15.29,3450.0
07 06 2025 03:10,2045.24,10.56,2047.81
07 06 2025 03:30,1499.7,10.26,1807.34
07 06 2025 03:40,233.37,6.78,255.02
07 06 2025 03:50,136.98,11.0,2424.07
07 06 2025 04:20,38.54,4.97,36.02
07 06 2025 04:30,3454.08,12.61,3450.0
07 06 2025 04:40,53.79,1.29,0.0
07 06 2025 04:50,1241.77,9.91,1559.96
07 06 2025 05:00,1195.92,9.53,1315.17
07 06 2025 05:10,3491.5,17.9,3450.0
07 06 2025 05:30,545.9,8.02,599.47
07 06 2025 05:40,22.16,3.98,4.44
07 06 2025 05:50,-5.0,2.69,0.0
07 06 2025 06:10,280.96,6.54,209.76
07 06 2025 06:30,2346.7,11.26,2668.45
07 06 2025 06:40,61.26,3.78,2.22
07 06 2025 06:50,685.67,8.2,663.61
07 06 2025 07:10,2195.69,10.95,2381.07
07 06 2025 07:20,64.57,3.66,1.34
07 06 2025 07:30,5.26,1.58,0.0
07 06 2025 07:40,1672.34,10.61,2086.34
07 06 2025 07:50,-5.0,4.24,8.94
07 06 2025 08:00,2153.02,11.3,2704.64
07 06 2025 08:10,399.95,7.46,419.85
07 06 2025 08:20,348.92,7.62,465.21
07 06 2025 08:30,238.26,6.15,147.37
07 06 2025 08:40,200.12,6.85,270.59
07 06 2025 08:50,9.48,3.55,0.78
07 06 2025 09:00,111.6,5.87,111.97
07 06 2025 09:10,147.65,5.75,98.16
07 06 2025 09:20,2853.31,14.87,3450.0
07 06 2025 09:30,319.78,7.71,495.52
07 06 2025 09:40,-5.0,3.33,0.16
07 06 2025 09:50,-4.46,3.07,0.0
07 06 2025 10:00,211.99,6.73,245.48
07 06 2025 10:10,49.96,1.63,0.0
07 06 2025 10:20,1.27,5.56,79.6
07 06 2025 10:40,19.08,3.54,0.76
07 06 2025 10:50,783.65,8.51,792.21
07 06 2025 11:00,-5.0,4.63,20.34
07 06 2025 11:10,3070.73,14.61,3450.0
07 06 2025 11:20,3273.0,12.45,3450.0
07 06 2025 11:40,3159.61,13.47,3450.0
07 06 2025 11:50,1544.97,10.23,1786.18
07 06 2025 12:00,-5.0,1.42,0.0
07 06 2025 12:10,980.11,9.3,1182.5
07 06 2025 12:20,219.53,6.83,266.31
07 06 2025 12:40,2872.79,14.23,3450.0
07 06 2025 12:50,3244.2,14.41,3450.0
07 06 2025 13:00,174.38,5.99,126.48
07 06 2025 13:10,1394.84,9.82,1504.14
07 06 2025 13:20,16.55,5.19,49.97
07 06 2025 13:30,133.22,6.21,156.9
07 06 2025 13:40,-0.31,4.28,9.97
07 06 2025 13:50,22.08,6.28,167.67
07 06 2025 14:10,29.17,1.78,0.0
07 06 2025 14:20,3297.27,12.2,3450.0
07 06 2025 14:30,-5.0,2.24,0.0
07 06 2025 14:40,1022.13,9.45,1267.21
07 06 2025 14:50,1143.86,9.65,1390.37
07 06 2025 15:00,739.75,8.72,885.66
07 06 2025 15:10,3486.73,15.76,3450.0
07 06 2025 15:20,122.49,2.13,0.0
07 06 2025 15:30,3256.54,15.46,3450.0
07 06 2025 15:40,205.59,6.32,173.66
07 06 2025 15:50,2129.77,10.79,2240.08
07 06 2025 16:00,771.07,8.81,927.28
07 06 2025 16:10,562.25,8.15,645.93
07 06 2025 16:20,229.83,6.45,194.97
07 06 2025 16:30,346.3,7.46,420.07
07 06 2025 16:40,37.34,3.28,0.11
07 06 2025 17:10,1134.34,9.49,1291.58
07 06 2025 17:20,3064.13,13.33,3450.0
07 06 2025 17:30,-5.0,2.84,0.0
07 06 2025 17:40,341.63,7.19,347.22
07 06 2025 17:50,104.71,5.21,50.92
07 06 2025 18:00,1372.97,9.57,1344.21
07 06 2025 18:10,368.42,7.38,396.97
07 06 2025 18:20,2761.75,11.46,2862.9
07 06 2025 18:30,138.9,6.51,203.97
07 06 2025 18:40,1192.19,9.56,1335.94
07 06 2025 18:50,11.58,3.22,0.05
07 06 2025 19:10,34.74,6.66,232.82
07 06 2025 19:40,3132.94,12.49,3450.0
07 06 2025 20:00,387.26,7.35,389.56
07 06 2025 20:10,166.52,6.79,257.96
07 06 2025 20:20,350.42,7.69,488.37
07 06 2025 20:30,7.48,5.11,44.33
07 06 2025 20:40,179.29,9.38,1227.96
07 06 2025 20:50,570.82,8.22,672.59
07 06 2025 21:00,339.83,7.11,327.64
07 06 2025 21:10,88.73,5.65,87.7
07 06 2025 21:20,130.73,3.33,0.17
07 06 2025 21:30,269.13,6.76,250.87
07 06 2025 21:40,296.92,6.88,275.47
07 06 2025 21:50,161.04,6.02,130.98
07 06 2025 22:00,374.9,7.34,387.16
07 06 2025 22:10,-5.0,4.89,31.89
07 06 2025 22:20,248.23,12.54,3450.0
07 06 2025 22:30,3254.3,15.3,3450.0
07 06 2025 22:40,539.05,8.4,747.19
07 06 2025 22:50,-5.0,3.99,4.59
07 06 2025 23:00,496.18,7.74,502.96
07 06 2025 23:20,189.75,6.88,276.66
07 06 2025 23:30,214.19,6.19,153.74
07 06 2025 23:40,57.34,5.72,95.39
08 06 2025 00:00,134.36,7.08,321.62
08 06 2025 00:10,1108.28,9.14,1093.89
08 06 2025 00:20,1605.0,9.92,1567.89
08 06 2025 00:30,731.7,10.23,1790.35
08 06 2025 00:40,2833.05,14.47,3450.0
08 06 2025 00:50,453.84,7.9,556.37
08 06 2025 01:00,2916.15,14.97,3450.0
08 06 2025 01:20,205.28,6.63,227.11
08 06 2025 01:40,2447.15,11.53,2933.46
08 06 2025 01:50,111.91,6.48,199.41
08 06 2025 02:00,55.33,3.36,0.22
08 06 2025 02:10,808.81,9.0,1020.11
08 06 2025 02:20,55.11,1.96,0.0
08 06 2025 02:30,2.89,4.87,30.96
08 06 2025 02:40,144.03,6.12,143.31
08 06 2025 02:50,3227.97,12.25,3450.0
08 06 2025 03:00,408.59,7.97,582.0
08 06 2025 03:10,3008.55,15.51,3450.0
08 06 2025 03:20,2895.09,11.65,3059.5
08 06 2025 03:30,80.01,6.04,132.61
08 06 2025 03:40,49.52,2.64,0.0
08 06 2025 03:50,86.22,2.66,0.0
08 06 2025 04:00,1794.48,10.49,1987.72
08 06 2025 04:10,85.3,6.09,140.1
08 06 2025 04:20,142.16,3.62,1.13
08 06 2025 04:30,-5.0,2.83,0.0
08 06 2025 04:40,12.02,4.8,27.74
08 06 2025 04:50,118.07,1.26,0.0
08 06 2025 05:00,1330.79,9.94,1581.52
08 06 2025 05:10,541.48,8.45,764.69
08 06 2025 05:20,1608.17,10.26,1811.12
08 06 2025 05:30,27.67,6.5,202.56
08 06 2025 05:40,143.88,6.85,269.83
08 06 2025 06:00,56.68,4.7,23.31
08 06 2025 06:10,53.07,5.55,78.49
08 06 2025 06:20,2476.86,11.23,2636.9
08 06 2025 06:30,2889.49,11.48,2884.95
08 06 2025 06:40,344.41,9.09,1066.73
08 06 2025 06:50,2940.84,12.53,3450.0
08 06 2025 07:00,223.77,6.87,273.63
08 06 2025 07:10,294.8,6.74,246.76
08 06 2025 07:20,692.83,8.88,960.56
08 06 2025 07:30,65.45,1.6,0.0
08 06 2025 07:40,438.7,7.68,486.24
08 06 2025 07:50,-5.0,3.26,0.08
08 06 2025 08:00,2963.95,14.94,3450.0
08 06 2025 08:10,820.97,8.74,896.14
08 06 2025 08:20,191.87,6.81,262.1
08 06 2025 08:30,-5.0,5.44,68.4
08 06 2025 08:40,-5.0,4.52,16.6
08 06 2025 08:50,108.86,1.13,0.0
08 06 2025 09:10,2688.49,11.69,3106.97
08 06 2025 09:20,473.78,7.59,456.79
08 06 2025 09:30,51.17,5.41,66.13
08 06 2025 09:50,-5.0,4.81,27.94
08 06 2025 10:10,46.32,2.49,0.0
08 06 2025 10:20,332.75,7.35,389.53
08 06 2025 10:30,595.69,7.93,566.16
08 06 2025 10:40,-5.0,3.55,0.79
08 06 2025 10:50,15.3,3.16,0.02
08 06 2025 11:00,20.45,6.23,159.06
08 06 2025 11:10,1188.41,9.82,1498.69
08 06 2025 11:20,-5.0,4.54,17.41
08 06 2025 11:40,-2.53,4.46,14.81
08 06 2025 11:50,1265.31,9.85,1524.43
08 06 2025 12:00,1264.28,9.77,1465.48
08 06 2025 12:10,2827.29,16.77,3450.0
08 06 2025 12:20,3254.14,12.15,3450.0
08 06 2025 12:30,367.68,6.84,267.99
08 06 2025 13:00,43.48,4.43,13.83
08 06 2025 13:20,-5.0,4.24,9.02
08 06 2025 13:30,-5.0,4.06,5.59
08 06 2025 13:40,3330.78,14.23,3450.0
08 06 2025 13:50,-5.0,3.42,0.36
08 06 2025 14:00,2661.08,11.37,2777.45
08 06 2025 14:10,2857.65,12.09,3450.0
08 06 2025 14:30,2978.25,13.2,3450.0
08 06 2025 14:40,149.96,5.02,39.01
08 06 2025 14:50,-5.0,2.89,0.0
08 06 2025 15:00,3329.13,12.09,3450.0
08 06 2025 15:10,614.82,8.3,705.3
08 06 2025 15:20,1252.51,9.67,1402.47
08 06 2025 15:30,2656.9,11.64,3054.64
08 06 2025 15:40,308.17,7.64,473.08
08 06 2025 15:50,49.27,4.1,6.28
08 06 2025 16:00,669.44,8.74,896.59
08 06 2025 16:10,2268.92,11.84,3265.05
08 06 2025 16:20,1730.02,10.62,2097.5
08 06 2025 16:30,600.95,8.08,619.92
08 06 2025 16:40,191.35,6.92,285.19
08 06 2025 16:50,285.27,7.81,527.08
08 06 2025 17:10,2128.27,10.81,2254.17
08 06 2025 17:20,392.43,7.48,425.26
08 06 2025 17:30,169.29,4.96,35.48
08 06 2025 17:40,1101.99,9.61,1364.7
08 06 2025 18:00,587.2,7.85,541.53
08 06 2025 18:10,3079.09,15.28,3450.0
08 06 2025 18:20,2861.85,17.72,3450.0
08 06 2025 18:30,798.36,8.64,850.61
08 06 2025 18:40,983.69,9.55,1329.85
08 06 2025 19:10,150.04,6.3,169.53
08 06 2025 19:20,53.68,5.13,45.42
08 06 2025 19:30,895.01,8.91,978.92
08 06 2025 19:40,2947.61,13.14,3450.0
08 06 2025 20:00,35.46,2.51,0.0
08 06 2025 20:10,122.39,5.15,46.85
08 06 2025 20:20,194.3,5.95,121.93
08 06 2025 20:30,1724.06,10.59,2069.87
08 06 2025 20:40,-5.0,3.46,0.46
08 06 2025 21:00,27.64,5.41,65.89
08 06 2025 21:20,717.2,8.45,766.51
08 06 2025 21:40,160.72,6.22,157.83
08 06 2025 21:50,112.55,1.81,0.0
08 06 2025 22:00,1523.85,9.85,1522.49
08 06 2025 22:20,786.22,8.86,950.46
08 06 2025 22:30,20.05,3.84,2.85
08 06 2025 22:40,126.63,7.46,420.95
08 06 2025 22:50,279.65,6.72,243.27
08 06 2025 23:00,786.29,8.66,858.93
08 06 2025 23:10,1338.96,9.86,1531.03
08 06 2025 23:20,210.65,6.13,144.53
08 06 2025 23:30,99.17,6.67,233.88
08 06 2025 23:40,164.42,8.79,917.09
09 06 2025 00:00,2795.29,15.28,3450.0
09 06 2025 00:10,2969.64,12.72,3450.0
09 06 2025 00:20,-5.0,5.45,69.18
09 06 2025 00:30,26.36,4.55,17.61
09 06 2025 00:40,2050.08,10.89,2323.27
09 06 2025 01:00,3504.55,12.54,3450.0
09 06 2025 01:10,910.39,8.88,964.52
09 06 2025 01:20,400.34,12.46,3450.0
09 06 2025 01:30,248.56,10.99,2414.38
09 06 2025 01:40,153.79,6.95,292.01
09 06 2025 01:50,2706.32,16.25,3450.0
09 06 2025 02:00,175.19,6.31,170.95
09 06 2025 02:10,68.16,5.64,87.2
09 06 2025 02:20,58.47,4.86,30.6
09 06 2025 02:30,1532.95,10.38,1903.87
09 06 2025 02:40,2010.28,10.78,2226.37
09 06 2025 03:00,314.62,7.34,387.58
09 06 2025 03:10,746.37,8.86,950.12
09 06 2025 03:20,66.71,0.83,0.0
09 06 2025 03:30,-5.0,2.13,0.0
09 06 2025 03:40,1793.47,11.19,2597.36
09 06 2025 03:50,-5.0,4.38,12.46
09 06 2025 04:00,1085.42,9.68,1413.37
09 06 2025 04:20,43.43,4.58,18.53
09 06 2025 04:30,651.86,8.55,809.03
09 06 2025 04:40,529.75,8.14,642.72
09 06 2025 04:50,463.42,7.79,519.09
09 06 2025 05:10,-5.0,5.57,79.93
09 06 2025 05:20,3384.85,13.66,3450.0
09 06 2025 05:30,-5.0,4.0,4.68
09 06 2025 05:40,-5.0,2.63,0.0
09 06 2025 05:50,221.92,6.84,268.62
09 06 2025 06:00,-5.0,3.73,1.81
09 06 2025 06:10,514.78,8.2,664.58
09 06 2025 06:20,3387.76,11.85,3275.05
09 06 2025 06:30,9.05,3.8,2.42
09 06 2025 06:40,1831.28,10.72,2177.31
09 06 2025 06:50,70.23,5.72,95.51
09 06 2025 07:00,-5.0,3.05,0.0
09 06 2025 07:10,1096.36,9.24,1150.13
09 06 2025 07:20,-5.0,4.42,13.51
09 06 2025 07:30,381.99,7.31,377.66
09 06 2025 07:50,0.92,1.97,0.0
09 06 2025 08:00,2146.98,10.95,2376.1
09 06 2025 08:20,3168.95,12.98,3450.0
09 06 2025 08:30,1606.1,10.09,1683.27
09 06 2025 08:40,32.71,3.45,0.43
09 06 2025 09:00,-3.19,0.43,0.0
09 06 2025 09:10,2004.98,11.13,2538.89
09 06 2025 09:20,2422.91,11.46,2867.03
09 06 2025 09:30,91.79,6.29,169.04
09 06 2025 09:40,2909.33,12.7,3450.0
09 06 2025 10:00,397.22,7.91,559.31
09 06 2025 10:10,583.42,7.88,549.93
09 06 2025 10:20,797.55,9.02,1030.5
09 06 2025 10:50,64.12,6.03,131.58
09 06 2025 11:00,3023.48,14.09,3450.0
09 06 2025 11:10,2143.5,10.89,2327.77
09 06 2025 11:30,355.99,7.43,411.48
09 06 2025 11:50,155.94,6.9,280.54
09 06 2025 12:00,1552.13,10.26,1807.5
09 06 2025 12:10,2875.98,15.28,3450.0
09 06 2025 12:20,-5.0,3.42,0.35
09 06 2025 12:30,73.64,5.74,97.68
09 06 2025 12:40,560.05,8.03,602.63
09 06 2025 12:50,3051.58,13.63,3450.0
09 06 2025 13:00,2977.8,12.82,3450.0
09 06 2025 13:10,1012.8,9.33,1197.99
09 06 2025 13:30,2305.98,11.67,3087.94
09 06 2025 13:40,559.9,8.35,725.67
09 06 2025 13:50,-5.0,3.37,0.23
09 06 2025 14:00,746.85,8.06,613.75
09 06 2025 14:10,114.25,6.31,172.03
09 06 2025 14:30,1469.53,9.7,1425.65
09 06 2025 14:40,372.54,7.43,411.09
09 06 2025 14:50,-0.29,4.38,12.46
09 06 2025 15:00,-3.5,2.6,0.0
09 06 2025 15:10,50.33,3.24,0.07
09 06 2025 15:20,96.92,6.54,209.59
09 06 2025 15:30,234.37,7.77,515.12
09 06 2025 15:40,849.34,8.92,983.24
09 06 2025 15:50,117.24,4.64,20.85
09 06 2025 16:10,482.72,7.58,454.85
09 06 2025 16:20,1791.75,10.79,2235.14
09 06 2025 16:40,-5.0,3.6,1.02
09 06 2025 17:00,-5.0,2.23,0.0
09 06 2025 17:10,253.37,7.44,412.94
09 06 2025 17:20,198.19,6.74,247.38
09 06 2025 17:30,-5.0,3.96,4.25
09 06 2025 17:40,154.72,6.42,190.08
09 06 2025 17:50,2839.03,14.64,3450.0
09 06 2025 18:00,-5.0,2.61,0.0
09 06 2025 18:10,81.27,4.18,7.86
09 06 2025 18:20,455.03,7.72,496.66
09 06 2025 18:30,3266.51,19.03,3450.0
09 06 2025 18:40,-5.0,3.43,0.39
09 06 2025 19:00,89.44,5.37,63.11
09 06 2025 19:10,2605.43,11.39,2799.49
09 06 2025 19:20,60.15,5.07,42.25
09 06 2025 19:30,-5.0,2.74,0.0
09 06 2025 19:50,812.63,10.91,2338.29
09 06 2025 20:00,73.03,5.25,53.94
09 06 2025 20:10,79.62,1.08,0.0
09 06 2025 20:20,910.13,8.6,832.34
09 06 2025 20:30,299.09,7.32,381.79
09 06 2025 20:40,-5.0,1.56,0.0
09 06 2025 20:50,631.53,8.78,913.96
09 06 2025 21:00,1936.42,11.12,2531.84
09 06 2025 21:10,2266.02,11.35,2754.87
09 06 2025 21:30,3149.98,14.78,3450.0
09 06 2025 21:40,1791.02,10.39,1906.16
09 06 2025 21:50,2950.82,11.99,3436.25
09 06 2025 22:10,2342.22,11.58,2987.19
09 06 2025 22:20,2582.26,11.58,2991.53
09 06 2025 22:30,28.31,6.25,162.4
09 06 2025 22:40,3244.54,13.57,3450.0
09 06 2025 23:00,925.42,8.96,1000.72
09 06 2025 23:10,152.42,5.83,107.65
09 06 2025 23:20,77.31,3.32,0.15
09 06 2025 23:30,142.84,7.27,369.69
09 06 2025 23:40,129.27,5.05,41.02
09 06 2025 23:50,279.86,6.86,272.9
10 06 2025 00:00,31.06,1.08,0.0
10 06 2025 00:10,424.11,8.09,624.43
10 06 2025 00:20,29.73,4.21,8.32
10 06 2025 00:50,37.74,2.07,0.0
10 06 2025 01:00,1701.52,10.38,1906.02
10 06 2025 01:10,78.57,4.92,33.41
10 06 2025 01:20,22.1,3.89,3.34
10 06 2025 01:40,2941.79,13.29,3450.0
10 06 2025 02:00,63.09,7.54,441.41
10 06 2025 02:10,-5.0,5.53,76.32
